ObjID ra dec z
"2MASXi J0034490+153629" 8.704041481018066 15.608139038085938 0.080445 1

"2MASX J00354660+1352478" 8.944208145141602 13.880027770996094 0.059614 1
"2MASX J00360863+0004031" 9.03600025177002 0.06761111319065094 0.099043 1
"SDSS J003619.21-002700.6" 9.080082893371582 -0.4501666724681854 0.205713 1
"SDSS J003707.81+002436.4" 9.282583236694336 0.410138875246048 0.080663 1

"SDSS J003755.01+151546.0" 9.479207992553711 15.262777328491211 0.087031 1
"SDSS J003808.90-002447.4" 9.537083625793457 -0.41316667199134827 0.042461 1

"2MASX J00384876+0010482" 9.703332901000977 0.18013888597488403 0.08088 1
"2MASX J00385321-0017026" 9.721750259399414 -0.2840000092983246 0.181928 1
"2MASX J00385879+0057269" 9.744874954223633 0.9574999809265137 0.151639 1
"SDSS J003921.65+002219.7" 9.840208053588867 0.3721666634082794 0.082631 1

"SDSS J003947.13-002934.7" 9.946416854858398 -0.49302777647972107 0.222564 1
"2MASX J00400069-0051457" 10.00304126739502 -0.8627777695655823 0.111082 1
"SDSS J004119.73+002632.3" 10.332208633422852 0.4423055648803711 0.108194 1
"2MASX J00412528+1343345" 10.355416297912598 13.726194381713867 0.033304 1

"2MASX J00412793+0027182" 10.36645793914795 0.4551388919353485 0.153582 1
"SDSS J004136.30+004638.2" 10.401249885559082 0.7772777676582336 0.101932 1
"2MASX J00414598-0034094" 10.441624641418457 -0.5691944360733032 0.11077 1
"2MASX J00425255+1532465" 10.718999862670898 15.546305656433105 0.117583 1

"2MASX J00432455+0015095" 10.85229206085205 0.25272223353385925 0.108921 1
"SDSS J004335.93+151124.0" 10.899749755859375 15.190028190612793 0.079197 1
"2MASX J00435150+0006160" 10.964666366577148 0.1046111136674881 0.108247 1

"2MASX J00440797-0059443" 11.033333778381348 -0.9955278038978577 0.130017 1
"2MASX J00445439+0105159" 11.226499557495117 1.0876110792160034 0.080338 1
"2MASX J00451489+1546535" 11.312000274658203 15.781722068786621 0.077598 1
"SDSS J004532.82-010516.0" 11.386750221252441 -1.0878055095672607 0.080929 1

"2MASX J00462282-0028024" 11.595166206359863 -0.4671388864517212 0.141928 1
"2MASX J00462882+0006215" 11.620208740234375 0.10599999874830246 0.054202 1
"SDSS J004649.91+153041.7" 11.707958221435547 15.51158332824707 0.11467 1
"SDSS J004653.38-005421.9" 11.722416877746582 -0.9061111211776733 0.12257 1

"2MASX J00471794+1532314" 11.82479190826416 15.54224967956543 0.079907 1
"2MASX J00475839+1346493" 11.993249893188477 13.78036117553711 0.056348 1

"2MASX J00481698-0001369" 12.07075023651123 -0.02686111070215702 0.117033 1
"2MASX J00483431+1353485" 12.142916679382324 13.896833419799805 0.106719 1
"SDSS J005028.84-010009.3" 12.620208740234375 -1.002583384513855 0.103448 1
"2MASX J00503317+1427196" 12.638208389282227 14.45555591583252 0.098765 1

"UGC 00514" 12.678041458129883 0.43291667103767395 0.068387 1
"2MASX J00505608+1543324" 12.733583450317383 15.72558307647705 0.103511 1

"2MASX J00505919-0031294" 12.746833801269531 -0.5247777700424194 0.056059 1
"2MASXi J0051222+135059" 12.842791557312012 13.849861145019531 0.114611 1
"SDSS J005123.48-005839.3" 12.847833633422852 -0.9776111245155334 0.175724 1
"2MASX J00512426+0005115" 12.85099983215332 0.08661111444234848 0.101351 1

"2MASX J00525195+0019146" 13.216500282287598 0.32080554962158203 0.115329 1
"2MASX J00530990+1405439" 13.291500091552734 14.095582962036133 0.134831 1
"SDSS J005316.06-002518.8" 13.316916465759277 -0.421916663646698 0.139055 1

"2MASX J00541956+1518073" 13.581624984741211 15.302000045776367 0.135542 1
"SDSS J005509.04-001519.8" 13.787708282470703 -0.2555277645587921 0.138403 1

"SDSS J005536.00-011000.6" 13.900041580200195 -1.1668610572814941 0.115368 1
"2MASX J00553925+1446250" 13.913666725158691 14.773611068725586 0.040416 1
"2MASX J00555723+1501491" 13.988208770751953 15.030333518981934 0.104066 1
"2MASX J00564454+1527342" 14.185750007629395 15.459444046020508 0.077784 1


********************                "Starburst"

"MRK 1076SP2" 49.9293327331543 0.5654722452163696 0.024389 1
"MRK 0413SP1" 149.81637573242188 31.699888229370117 0.03862 1
"MRK 0719SP1" 153.999755859375 4.9546942710876465 0.031982 1
"MRK 0719SP2" 153.999755859375 4.9546942710876465 0.031982 1

"MRK 0719SP3" 153.999755859375 4.9546942710876465 0.031982 1
"MRK 0719SP4" 153.999755859375 4.9546942710876465 0.031982 1
"UGC 05733SP1" 158.449462890625 52.37125015258789 0.063793 1
"MRK 0420SP1" 165.9179229736328 37.92938995361328 0.042988 1

"UGC 06315 NED02SP1" 169.58645629882812 53.752723693847656 0.036101 1
"MRK 0168SP1" 171.44500732421875 47.0001106262207 0.034188 1
"IC 3078SP1" 184.0001678466797 12.687305450439453 0.066148 1

"MRK 0789SP1" 203.1009979248047 11.106361389160156 0.031454 1
"MRK 0863SP1" 239.1079559326172 9.055166244506836 0.042339 1
"IC 1189SP1" 241.56179809570312 18.18288803100586 0.038897 1




********************                "H II"
"UM 213SP1" 3.074291706085205 -0.10297222435474396 0.04051 1
"UM 213SP2" 3.074291706085205 -0.10297222435474396 0.04051 1
"LBQS 0018+0036SP1" 5.254291534423828 0.8800277709960938 0.0983 1

"LBQS 0018+0036SP2" 5.254291534423828 0.8800277709960938 0.0983 1
"LBQS 0052-0038SP1" 13.86441707611084 -0.363527774810791 0.167606 1
"LBQS 0052-0038SP2" 13.86441707611084 -0.363527774810791 0.167606 1
"LBQS 0052-0038SP3" 13.86441707611084 -0.363527774810791 0.167606 1

"LBQS 0052-0038SP4" 13.86441707611084 -0.363527774810791 0.167606 1
"SDSS J011031.04+010200.7SP1" 17.629375457763672 1.033555507659912 0.069679 1
"SDSS J012050.23+000151.5SP1" 20.209333419799805 0.03099999949336052 0.07816 1
"MRK 1055SP1" 42.07733154296875 -8.960472106933594 0.036638 1

"SDSS J085450.07+324420.9SP1" 133.7086639404297 32.739166259765625 0.065496 1
"SBS 0934+546SP1" 144.55624389648438 54.47364044189453 0.102119 1
"CGCG 241-091SP1" 167.5642852783203 46.4415283203125 0.036061 1
"SDSS J112017.64+002421.5SP1" 170.07354736328125 0.4059722125530243 0.205469 1

"SDSS J112017.64+002421.5SP2" 170.07354736328125 0.4059722125530243 0.205469 1
"MRK 0738SP1" 173.98800659179688 28.19675064086914 0.039534 1
"[HB89] 1225+317 NED01SP1" 186.87716674804688 31.498306274414062 0.08297 1
"SDSS J130303.32+355128.6SP1" 195.7638397216797 35.85794448852539 0.060548 1

"TON 0151SP2" 199.01632690429688 29.381694793701172 0.037789 1
"SDSS J131840.48+473425.2SP1" 199.6687469482422 47.57372283935547 0.061505 1
"UM 653SP1" 214.06459045410156 -1.4647222757339478 0.0365 1

"MRK 0469SP1" 214.58700561523438 34.36602783203125 0.068913 1
"2MASX J14290462+0120174SP1" 217.2692108154297 1.3381389379501343 0.101133 1
"MRK 0816SP1" 218.33383178710938 52.77177810668945 0.088634 1

"MRK 0833SP1" 224.50204467773438 35.202415466308594 0.039544 1
"SDSS J150249.11-021257.6SP1" 225.70462036132812 -2.2160000801086426 0.211885 1
"2MASX J15100633-0155215SP1" 227.52645874023438 -1.922694444656372 0.036547 1
"2MASX J15540451+2134564SP1" 238.51882934570312 21.582416534423828 0.039179 1

"IC 1182SP1" 241.40333557128906 17.802139282226562 0.034157 1
"SDSS J162142.37+374536.7SP1" 245.42691040039062 37.7599983215332 0.032966 1
"2MASX J16260432+4622060SP1" 246.51779174804688 46.36830520629883 0.029991 1
"MRK 0540SP1" 356.7518005371094 -0.4473888874053955 0.071166 1

"MRK 0540SP2" 356.7518005371094 -0.4473888874053955 0.071166 1

"SDSS J135713.68-003011.6SP1" 209.3072509765625 -0.5031944513320923 0.280302 1 "Liner"



********************                "Liner"
"SDSS J002119.69+003801.7SP1" 5.332083225250244 0.6338333487510681 0.233781 1 "Liner"
"SDSS J002119.69+003801.7SP2" 5.332083225250244 0.6338333487510681 0.233781 1 "Liner"
"SDSS J002119.69+003801.7SP3" 5.332083225250244 0.6338333487510681 0.233781 1 "Liner"
"2MASX J00283779-0959532SP1" 7.157625198364258 -9.998250007629395 0.049612 1 "Liner"
"SDSS J002916.67+151101.5SP1" 7.319458484649658 15.18375015258789 0.215952 1 "Liner"
"2MASX J00411777+1551285SP1" 10.324041366577148 15.858111381530762 0.080362 1 "Liner"
"2MASX J00411777+1551285SP2" 10.324041366577148 15.858111381530762 0.080362 1 "Liner"
"2MASX J00411777+1551285SP3" 10.324041366577148 15.858111381530762 0.080362 1 "Liner"

"2MASX J00411777+1551285SP4" 10.324041366577148 15.858111381530762 0.080362 1 "Liner"
"2MASX J00411777+1551285SP5" 10.324041366577148 15.858111381530762 0.080362 1 "Liner"
"2MASX J00580076+0028456SP1" 14.50333309173584 0.47922220826148987 0.080094 1 "Liner"
"2MASX J01044887-0053415SP1" 16.203500747680664 -0.8949166536331177 0.064871 1 "Liner"
"SDSS J011147.41+002021.0SP1" 17.94758415222168 0.33916667103767395 0.253988 1 "Liner"
"2MASX J01385289-1027113SP1" 24.720500946044922 -10.453166961669922 0.048247 1 "Liner"
"2MASX J01534383+0011013SP1" 28.43262481689453 0.18383333086967468 0.08208 1 "Liner"

"SDSS J020017.90+001429.8SP1" 30.07466697692871 0.24161110818386078 0.076925 1 "Liner"
"SDSS J020225.63-010215.9SP1" 30.60683250427246 -1.037750005722046 0.191294 1 "Liner"
"SDSS J020225.63-010215.9SP2" 30.60683250427246 -1.037750005722046 0.191294 1 "Liner"
"SDSS J023414.06-002736.3SP1" 38.558624267578125 -0.4601111114025116 0.111512 1 "Liner"
"2MASX J02505745+0022098SP1" 42.739418029785156 0.3693888783454895 0.044232 1 "Liner"
"2MASX J02505745+0022098SP2" 42.739418029785156 0.3693888783454895 0.044232 1 "Liner"
"2MASX J03025710-0829425SP1" 45.738040924072266 -8.495222091674805 0.105579 1 "Liner"

"SDSS J030430.40-074008.3SP1" 46.12666702270508 -7.669000148773193 0.15145 1 "Liner"
"SDSS J031532.54+011255.1SP1" 48.885581970214844 1.2153055667877197 0.2035 1 "Liner"
"SDSS J031532.54+011255.1SP2" 48.885581970214844 1.2153055667877197 0.2035 1 "Liner"
"SDSS J031532.54+011255.1SP3" 48.885581970214844 1.2153055667877197 0.2035 1 "Liner"
"SDSS J035440.32-063539.8SP1" 58.66804122924805 -6.594416618347168 0.251068 1 "Liner"
"2MASX J04075990-0619503SP1" 61.99941635131836 -6.330611228942871 0.120917 1 "Liner"
"SDSS J080339.59+441356.8SP1" 120.91500091552734 44.23249816894531 0.193575 1 "Liner"
"SDSS J083206.24+490230.8SP1" 128.0264129638672 49.04191589355469 0.090957 1 "Liner"
"2MASX J08335433+5141416SP1" 128.47621154785156 51.69483184814453 0.065453 1 "Liner"

"SDSS J083645.12+530235.7SP1" 129.1880340576172 53.043277740478516 0.138191 1 "Liner"
"SBS 0843+514SP1" 131.81491088867188 51.24583435058594 0.027588 1 "Liner"
"SDSS J085946.67+010812.6SP1" 134.9445037841797 1.1368610858917236 0.198798 1 "Liner"
"SBS 0927+493SP1" 142.77816772460938 49.079750061035156 0.033915 1 "Liner"
"2MASX J09483005+5538228SP1" 147.1250762939453 55.6396369934082 0.045237 1 "Liner"
"2MASX J09595893+0302242SP1" 149.99537658691406 3.039916753768921 0.09044 1 "Liner"
"3C 236SP1" 151.5072479248047 34.902889251708984 0.1005 1 "Liner"

"KUG 1016+375SP1" 154.7435760498047 37.300193786621094 0.047545 1 "Liner"
"2MASX J10295708+4003288SP1" 157.4876251220703 40.05783462524414 0.094197 1 "Liner"
"2MASX J10314850+5819360SP1" 157.95187377929688 58.326473236083984 0.092162 1 "Liner"
"SDSS J104840.49+541302.3SP1" 162.1687469482422 54.21730422973633 0.104141 1 "Liner"
"SDSS J105823.52-010525.8SP1" 164.59815979003906 -1.0905277729034424 0.187016 1 "Liner"
"SDSS J110940.56-010118.0SP1" 167.41941833496094 -1.0216666460037231 0.108879 1 "Liner"
"SDSS J111753.28-000026.7SP1" 169.4720458984375 -0.007444444578140974 0.096165 1 "Liner"
"SDSS J111753.28-000026.7SP2" 169.4720458984375 -0.007444444578140974 0.096165 1 "Liner"
"SDSS J114203.36+005135.8SP1" 175.5142059326172 0.8599722385406494 0.245 1 "Liner"

"SDSS J114203.36+005135.8SP2" 175.5142059326172 0.8599722385406494 0.245 1 "Liner"
"SDSS J114203.36+005135.8SP3" 175.5142059326172 0.8599722385406494 0.245 1 "Liner"
"SDSS J115535.00-010615.7SP1" 178.8958740234375 -1.1043888330459595 0.085721 1 "Liner"
"SDSS J115535.00-010615.7SP2" 178.8958740234375 -1.1043888330459595 0.085721 1 "Liner"
"SBS 1200+608SP1" 180.76461791992188 60.52199935913086 0.0656 1 "Liner"
"2MASX J12192391+4402297SP1" 184.84967041015625 44.0416374206543 0.067483 1 "Liner"
"2MASX J12252546+2856381SP1" 186.35617065429688 28.944026947021484 0.064198 1 "Liner"
"2MASX J12275875+2849450SP1" 186.99496459960938 28.829139709472656 0.050244 1 "Liner"
"SDSS J123152.80+001033.6SP1" 187.9700469970703 0.17602777481079102 0.191648 1 "Liner"

"2MASX J12354871+2911387SP1" 188.953125 29.19413948059082 0.063551 1 "Liner"
"SDSS J125246.32+001454.4SP1" 193.19320678710938 0.24844443798065186 0.32862 1 "Liner"
"2MASX J12525308+2913290SP1" 193.22116088867188 29.224750518798828 0.084915 1 "Liner"
"2MASX J13113815+2916141SP1" 197.90895080566406 29.27077865600586 0.060765 1 "Liner"
"SDSS J131920.32-022535.7SP1" 199.8346710205078 -2.4265832901000977 0.097441 1 "Liner"
"2MASX J13313349+2907130SP1" 202.88946533203125 29.12041664123535 0.073142 1 "Liner"
"2MASX J13322375+4335356SP1" 203.0987548828125 43.593387603759766 0.122972 1 "Liner"
"2MASX J13333492+2949210SP1" 203.3956298828125 29.822500228881836 0.036454 1 "Liner"

"NGC 5256 NED02SP1" 204.57412719726562 48.27805709838867 0.028046 1 "Liner"
"KUG 1337+293SP1" 205.01304626464844 29.137306213378906 0.044681 1 "Liner"
"SDSS J134003.84+001707.0SP1" 205.01608276367188 0.285277783870697 0.235198 1 "Liner"
"2MASX J13415456+2940579SP1" 205.4773406982422 29.68291664123535 0.044901 1 "Liner"
"2MASX J13483190+2849303SP1" 207.13291931152344 28.825000762939453 0.06316 1 "Liner"
"2MASX J13494945+2906281SP1" 207.45608520507812 29.107860565185547 0.077263 1 "Liner"
"UGC 08782SP1" 208.0743408203125 31.446250915527344 0.045034 1 "Liner"

"2MASX J13540861+2900104SP1" 208.53587341308594 29.002777099609375 0.079452 1 "Liner"
"SDSS J135713.68-003011.6SP2" 209.3072509765625 -0.5031944513320923 0.280302 1 "Liner"
"CGCG 162-038 NED01SP1" 209.6462860107422 28.84783363342285 0.038527 1 "Liner"
"SDSS J140418.24+033716.5SP1" 211.07603454589844 3.6212499141693115 0.232086 1 "Liner"
"SDSS J140434.56-000800.4SP1" 211.1443328857422 -0.13344444334506989 0.303878 1 "Liner"

"SDSS J140434.56-000800.4SP2" 211.1443328857422 -0.13344444334506989 0.303878 1 "Liner"
"2MASX J14245615-0022337SP1" 216.2339630126953 -0.3760833442211151 0.078984 1 "Liner"
"SDSS J142638.79+012134.0SP1" 216.6616668701172 1.359444499015808 0.32882 1 "Liner"
"SDSS J142710.61+290336.8SP1" 216.79420471191406 29.06024932861328 0.039039 1 "Liner"
"2MASX J14311256+0210364SP1" 217.80233764648438 2.176722288131714 0.110435 1 "Liner"
"2MASX J14354905+4232208SP1" 218.95425415039062 42.539249420166016 0.070861 1 "Liner"
"SDSS J144623.76+043939.9SP1" 221.59933471679688 4.661110877990723 0.15722 1 "Liner"

"SDSS J145447.65+010551.2SP1" 223.69857788085938 1.0975555181503296 0.163497 1 "Liner"
"SDSS J145900.83+293443.8SP1" 224.75332641601562 29.578832626342773 0.08101 1 "Liner"
"SDSS J145936.92+291502.8SP1" 224.90383911132812 29.250804901123047 0.06197 1 "Liner"
"SDSS J150047.73+284746.5SP1" 225.19891357421875 28.79627799987793 0.05722 1 "Liner"
"2MASX J15071984+2933559SP1" 226.83274841308594 29.565471649169922 0.058484 1 "Liner"
"2MASX J15153066+0245034SP1" 228.87786865234375 2.750999927520752 0.038109 1 "Liner"

"CGCG 021-063SP1" 229.16758728027344 0.2505277693271637 0.052489 1 "Liner"
"SDSS J151732.83+002804.9SP1" 229.3868408203125 0.4680277705192566 0.052162 1 "Liner"
"SDSS J151754.85+571158.8SP1" 229.47857666015625 57.1996955871582 0.314482 1 "Liner"
"VV 705 NED01SP1" 229.52561950683594 42.74583435058594 0.040318 1 "Liner"
"SDSS J152019.14+290619.4SP1" 230.0797882080078 29.105417251586914 0.07895 1 "Liner"
"2MASX J15225059+2910390SP1" 230.71075439453125 29.17733383178711 0.078501 1 "Liner"

"SDSS J155250.40+534108.1SP1" 238.2104949951172 53.685585021972656 0.286727 1 "Liner"
