Amplitude Wavelength Sigma "Lambda Vac" Element Flux Flux_Err FWHM eqWidth
120.28492278411036 3727.3713835175586 1.8537089522295926 3727.092 "[O II]" 557.4020775355048 6.1884062327668965e-12 6.007568359375 20.857382232927193
51.66216763040929 3730.144909049587 1.1309109991487938 3729.875 "[O II]" 146.0551564571479 1.6215379733397484e-12 6.007568359375 20.857382232927193
-18.226341656197587 4346.259123105487 1.2260377134292308 4341.684 "H I" 0.0 0.0 0.0 0.0
17.396434961215082 4363.94852379447 3.3593533745404334 4364.436 "[O III]" 146.0938015037415 1.6219670192444552e-12 0.0 3.3692555335292127
122.39520709296794 4862.363863263024 1.6232461019718756 4862.683 "H I" 496.6662188985684 5.51410273778169e-12 5.59619140625 14.977589154004818
-1.7567859539238115 4876.516044122175 135.0052685679142 4932.603 "[O III]" 0.0 0.0 0.0 0.0
113.88051673654896 4960.034767691672 2.7151193325687535 4960.295 "[O III]" 772.954968626276 8.581524054730727e-12 4.56396484375 23.905603408813477
335.4774371871474 5007.970842211094 2.398372248947077 5008.24 "[O III]" 2011.3875104531944 2.2330887356272755e-11 5.763671875 33.08934020996094
5.600742132741026 5757.731896586524 3.7779429888051204 5756.24 "[N II]" 52.89526770223522 5.872554436551873e-13 0.0 6.75618839886738
-104.79452005833724 6563.5646677604755 4.323380736276479 6529.04 "[N II]" 0.0 0.0 0.0 0.0
114.15140836744423 6549.332252592733 3.0983213341525926 6549.85 "[N II]" 884.1451593772691 9.815983095795566e-12 6.03271484375 24.137786865234375
620.7703951502489 6563.993889835908 2.931785709345525 6564.61 "H I" 4549.661256836781 5.0511386739948705e-11 7.55517578125 40.99105784558924
366.0965491055819 6584.603291899415 2.930208989501774 6585.28 "[N II]" 2681.6992687048482 2.977284261143631e-11 6.0654296875 40.309959411621094
71.77503455834683 6717.695315747834 2.7308348377653764 6718.29 "[S II]" 489.9871456711031 5.439950085447259e-12 6.18115234375 20.380908677558182
70.73506873011895 6732.17867103467 2.8087660288645897 6732.67 "[S II]" 496.6680070112684 5.514122578681446e-12 7.74853515625 22.16568374633789
